LATITUDE,LONGITUDE,ELEVATION,TMAX
44.95,-111.36,2392.7,26.9
35.2236,-80.9552,221.9,53.5
45.6527,-84.4725,179.2,23.4
43.6231,-113.3872,1639.8,29.6
43.9316,-69.8564,7.6,30.1
40.03972,-88.27778,229.8,31.5
42.1256,-86.4284,196,30.6
45.59595,-96.82841,298.1,18
44.4683,-73.1499,100.6,26.4
37.70806,-77.43444,62.5,47.7
39.5475,-81.6283,187.5,37.4
44.3489,-123.8853,593.1,49
44.9711,-118.9297,1158.2,42.8
40.7333,-123.2333,457.2,52.7
45.3172,-85.2672,180.7,25.2
43.5,-121.05,1385.3,42.5
40.1468,-79.8986,228.3,38.7
40.8415,-79.9163,304.8,32.7
41.91444,-88.24639,229.8,27.1
38.0281,-122.7022,378,58.4
42.5503,-84.8258,274.9,28.3
47.8205,-112.1921,1172,41.8
33.5872,-85.8556,181.1,54.5
41.657,-69.9592,12.2,39.3
33.56556,-86.745,187.5,54.5
33.948,-83.3275,239.3,55.2
43.4583,-89.7269,250.9,24.6
30.0969,-94.0997,6.1,63.3
36.6687,-81.9646,586.7,45
37.7836,-81.123,766.3,38.4
33.8647,-117.8425,71.6,69.9
46.16944,-90.98083,456.6,16.8
44.4535,-71.18552,280.4,25.2
44.5972,-104.4275,1609.3,35.9
39.45202,-74.56699,18.3,42.1
42.065,-94.85,378,29.1
38.1374,-78.4552,195.1,45.5
30.095,-98.4142,399.3,61
39.2774,-120.7102,1608.1,47.2
39.13333,-86.61667,257.3,37.6
34.73258,-76.65659,2.4,54.6
32.5158,-104.3828,979.3,57.9
45.0716,-83.5644,208.5,24.2
48.31,-116.07,1645.9,30.8
41.995,-87.9336,201.8,27.5
42.6324,-72.1227,260.6,31.7
45.788,-111.1608,1349.3,34.2
44.3003,-90.835,255.4,22.8
48.5353,-118.6889,990.6,35.6
36.53938,-93.1998,392,43.1
34.5697,-93.1947,129.8,49.4
36.7944,-113.7567,2158,40.1
38.5428,-107.6869,2609.1,33.8
41.58,-120.3,2142.7,38.8
38.5908,-120.9336,275.8,59.7
43.95,-110.45,2142.7,27.9
47.71,-123.46,1484.4,42.6
40.6118,-116.8917,1373.1,49.8
43.7383,-116.2022,1184.1,39.8
41.05,-107.27,2267.7,33.8
43.3208,-122.1067,1473.4,47.5
46.87,-121.53,1597.2,36.9
43.74,-113.94,2407.9,33.3
42.5769,-121.8936,1347.2,43.6
40.93408,-72.73959,21.3,39.3
35.1161,-93.6506,129.8,49.5
38.0394,-122.57,457.2,55.4
43.9772,-113.8288,1908,32.7
42.6508,-88.2544,228.9,25.2
36.6213,-78.5506,100.6,50.8
43.4052,-108.1633,1485.9,23.4
35.7426,-78.8369,137.2,52.8
29.6617,-96.2597,12.5,63.3
39.42387,-85.01445,192,37.7
44.3271,-91.9194,204.2,24.4
25.3903,-80.6803,1.5,77.3
33.3952,-87.0077,135.6,56
38.3083,-113.3847,1713,38.4
39.3975,-121.3861,244.8,58.9
42.7338,-76.6591,253,29.4
39.2682,-80.3522,301.8,40.8
34.125,-118.4122,384,66.3
37.01029,-102.55367,1251.2,49.9
45.8,-112.52,2188.5,34.7
42.9327,-76.5447,234.7,29.5
43.4621,-113.556,1804.4,27
41.2769,-121.9794,975.4,49.7
44.3231,-119.7669,1798.3,38.4
33.7411,-95.9219,243.8,53.2
40.8143,-85.1546,262.4,32
30.5872,-84.9886,30.5,64.9
39.24472,-102.28417,1277.7,46.9
44.35447,-106.69937,1414,38.4
39.4575,-98.1125,424,37.3
35.4322,-84.5833,286.5,49.6
41.0232,-100.367,808,39.8
39.0294,-104.8018,2120.5,43.9
43.4361,-75.3697,472.4,22.9
45.6729,-111.1547,1455.4,34.7
46.3047,-96.5216,296,15.4
42.2123,-71.1137,190.5,35.4
44.5933,-119.2778,1524,41.8
37.68,-112.86,3039.5,31.6
34.77,-84.5833,609.6,52.6
47.2472,-91.8624,452.9,12.7
40.1867,-123.5903,281.3,55.4
41.6847,-116.7644,1664.2,38.7
40.0017,-120.915,1377.7,47.5
47.0167,-105.8167,975.4,34
36.64492,-94.48552,340.5,44.3
45.60444,-103.54639,915.6,33.8
39.46,-119.94,2514.3,39.5
44.8019,-86.0508,289.9,24.9
48.5617,-113.0133,1336.2,38.6
38.3,-112.36,3154.4,33
40.0686,-121.5825,1466.7,47.2
33.19083,-102.26806,1005.8,55.1
33.98,-109.5,2781.3,44.8
42.7,-124.0333,1106.4,49.3
45.0553,-105.9483,1197.9,36.3
44.38139,-106.72111,1513.9,40.7
41.49139,-120.56444,1333.5,45.9
42.2611,-90.4231,183.8,26.4
30.6222,-98.0846,414.8,58.4
35.8201,-91.7812,138.7,47.3
33.8338,-101.8436,1026.6,54.4
42.41,-122.27,1609.3,42.3
40.4644,-111.7708,1545.3,38
29.73333,-85.03333,5.8,62.6
31.258,-95.9744,97.5,57.5
34.14,-87.3622,245.1,51.3
43.59,-122.06,1554.5,40.5
39.0444,-84.6724,269.1,37.7
40.5905,-111.6369,2660.9,31.1
37.77972,-89.24972,123.7,40.4
47.8663,-93.0266,391.7,12.3
43.216,-77.9529,151.8,31.3
40.1433,-91.5158,149.4,32.2
44.79,-107.53,2401.8,32.3
31.8075,-94.1642,99.1,58
45.0907,-91.4864,301.8,20.3
40.8111,-110.0747,3694.2,19.9
46.54861,-90.91889,251.8,18.1
31.7413,-99.9763,534.9,58.5
30.3208,-97.7604,204.2,61.5
46.1,-113.13,2514.6,31.1
29.2667,-103.3,1645.9,59.4
41.0375,-81.46417,318.2,35.6
47.35,-120.68,1292.4,37.2
32.4105,-99.6822,545.6,56.6
43.0361,-122.6553,998.2,50.4
38.9266,-97.2129,361.8,41.1
35.6197,-83.2069,1036.3,46
30.5372,-91.1469,19.5,61.8
34.165,-84.73,297.2,51.9
29.333,-89.4075,0.9,60.1
48.075,-111.2603,1013.5,36
30.2247,-97.7327,173.7,56.2
28.389,-96.8388,7,62.6
48.8216,-100.4527,493.5,11.5
43.23,-121.81,1478.3,41.9
34.6008,-96.3131,216.4,49.4
44.38,-109.79,2980.9,27.6
45.00471,-84.14043,267.9,22
43.5611,-120.2486,1389.9,41.5
40.5227,-78.3694,390.1,33.7
44.2844,-122.8494,701,50.7
39.0118,-114.209,2016.9,37
39.6,-106.51,2590.8,30.5
32.2033,-83.9319,152.4,61
34.7582,-84.7642,216.4,53.2
43.6064,-93.3019,374.9,20.8
43.15611,-90.6775,204.8,25
39.88,-107.6,2865.1,34
34.385,-94.898,250.5,49.8
41.0163,-93.2791,294.1,30.7
41.2522,-100.075,887.9,35.4
37.67028,-95.48417,300.2,42.4
45.89,-110.94,2231.1,34.4
39.6552,-105.7088,3054.1,31.1
41.7372,-87.7775,189,28.8
44.3155,-69.7972,107,27.3
41.77,-88.48139,216.4,27.4
36.7878,-118.6561,1438.7,53.1
30.7406,-98.2354,392.6,59
37.9975,-78.4656,358.7,42
48.79389,-122.53722,45.4,49.1
40.9181,-81.4435,369.7,34.4
44.8197,-120.7533,923.5,41.9
45.27,-110.25,2033,36.3
41.92,-119.495,1749.6,39.2
37.4681,-120.1106,365.8,58.1
34.21667,-119.08333,23.5,67.7
44.2035,-72.5623,343.2,22.9
43.4447,-88.8477,256,22.4
44.57611,-71.17861,353,24.2
41.43333,-99.63333,771.1,36.6
42.84505,-77.28071,219.5,31
37.1278,-80.4033,640.1,40.9
33.5972,-85.0805,303.3,54.1
32.7214,-116.4631,1049.4,59.8
45.6481,-106.5008,1322.8,38.3
43.5136,-87.8547,210.9,24.3
39.8668,-93.147,253.9,33.3
37.0908,-81.33639,935.1,39
48.9797,-117.6747,1325.9,32.3
35.9307,-91.055,78.6,44.6
43.6309,-91.5027,355.4,21.9
42.41667,-87.86667,221.6,27.3
46.7825,-100.7572,503.2,22
41.15778,-104.80694,1863.2,42.3
41.68,-111.42,2423.2,30
32.4177,-110.9302,825.1,63.9
41.58333,-81.18333,344.4,31.6
35.4186,-119.0508,143.3,62.5
41.1977,-90.7447,222.5,29
42.16,-114.19,2286,32.3
42.4372,-108.9408,2475,23.6
44.88194,-97.73417,552.9,19.3
42.2796,-72.3482,167.6,33.7
45.71145,-99.12958,596.5,18.6
39.09,-106.54,3230.9,32.3
33.6402,-96.1661,180.4,51.1
34.1369,-117.7069,501.4,63.4
35.26,-112.06,2164.1,45.2
37.5531,-121.8439,374.9,57.5
39.0636,-94.8959,253,38.8
46.2733,-117.495,1371.6,41.3
35.1792,-120.3919,319.4,65
38.4167,-76,426.7,44.1
46.0405,-99.3741,613.9,17.5
34.6891,-86.8819,183.8,50.4
35.1311,-76.816,1.5,56.6
29.7986,-98.7353,440.4,60.9
39.3737,-90.9058,140.2,35.4
40.2258,-77.1894,131.1,37.4
45.8069,-108.5422,1091.5,37.5
31.182,-87.439,91.4,59.9
35.9086,-79.0794,152.4,52
42.08,-114.4847,1737.4,37.5
40.8838,-73.3722,9.1,38.7
38.3208,-123.0747,19.2,56.7
42.0573,-102.8017,1197.6,43.4
41.5697,-101.6917,1115.6,40.5
34.4458,-118.2,792.5,58.3
44.27703,-88.43772,241.4,23.3
35.2302,-111.8221,2179.9,43.6
36.9139,-113.9423,588.6,60.1
40.4808,-120.1139,1339.6,45.8
40.5819,-119.79,851.6,46.5
40.8126,-82.9698,291.1,36.8
40.3916,-79.8594,222.5,38.2
37.6728,-95.3784,302.4,39.5
46.41,-113.43,2197.6,35.7
38.1227,-83.5327,256,39.9
41.8418,-73.0085,209.1,34.5
33.12806,-117.27944,100,66.4
39.8697,-92.5206,256,34.1
40.3033,-121.2422,1380.7,43.8
41.9538,-70.9571,12.2,40
41.00928,-74.73633,176.8,35
37.9442,-122.1178,442,55
35.92503,-82.27161,861.1,43.4
47.5867,-108.8694,867.2,39
43.9247,-119.5944,1621.5,41.5
33.8161,-111.9019,771.1,64.5
30.3703,-103.7808,1500.2,59.8
35.093,-93.9258,182.9,48
43.76,-115.24,2310.4,34.5
38.8882,-86.5707,231.6,37.1
38.2719,-119.2892,2026.9,47
33.875,-84.30222,305.3,53.1
34.3194,-117.0131,2091.2,47.3
48.88,-121.26,1106.4,34.1
45.88,-113.33,1959.9,29.6
40.58,-110.59,3230.9,31.7
28.4895,-99.8734,186.8,64.3
34.6619,-80.2742,120.1,55.1
43.595,-118.9564,1261.9,38.6
36.2455,-85.945,157,48.4
33.8591,-89.3135,81.7,53.3
43.0519,-88.1775,251.2,25.3
30.7587,-98.2339,391.7,56.9
44.6867,-112.5417,2071.1,28.8
31.7136,-82.3878,33.2,61.9
42.3838,-85.9626,224.3,30.5
43.4891,-99.063,512.1,27.3
39.3594,-93.4886,214.9,35.4
40.87639,-74.28306,52.7,37.1
43.25886,-72.0021,248.4,30.7
25.6719,-80.1566,1.8,77.8
39.6466,-80.4066,378,37.3
41.15,-111.9167,1554.5,39.1
30.7806,-85.5503,39.6,63.4
44.3958,-112.1081,2019.3,30.5
44.61,-116.98,1883.7,33.7
43.808,-82.9938,217.9,27.1
36.475,-84.6542,440.4,45.8
40.89,-110.83,2675.2,37.3
39.16,-114.61,3225.7,29.1
27.74111,-98.02472,52.7,67.6
46.3075,-122.9047,64.9,48.4
42.3458,-107.5528,2249.4,31.7
48.0181,-120.2342,1097.3,35.7
45.6354,-121.9523,18.9,44.7
36.3211,-87.2218,119.5,47.5
31.5022,-92.4617,70.1,60.2
32.8042,-93.0667,70.1,57.9
37.1941,-99.7632,600.5,47.5
33.3433,-103.6783,1325.9,54.1
45.4433,-98.413,395.3,20.1
42.8731,-110.9069,1934,27.7
43.0604,-92.6717,302.7,21.5
31.445,-110.28,1645.9,57.1
36.7386,-103.9935,2084.8,45.5
46.8338,-100.7969,558.1,20.9
36.33,-109.06,2804.2,37.7
30.5661,-98.0389,315.5,60.4
41.9301,-79.297,454.2,29.4
43.19172,-112.34522,1371.3,32
38.9644,-97.0119,338.6,39.2
44.385,-115.55,2042.2,32.4
45.8679,-95.3941,431.6,17.8
39.3,-106.11,3398.5,30.1
38.72,-119.89,2477.7,40.5
37.6417,-112.1722,2394.2,36.8
37.8194,-85.3847,237.7,42.4
39.2933,-109.2372,1621.5,37.4
38.4599,-105.2255,1639.2,47.8
40.6632,-90.4447,193.5,28
35.8842,-118.0517,2507.9,39.5
35.8644,-120.8031,163.7,62.6
37.8431,-118.4778,1661.2,51.2
32.89943,-80.04075,12.2,61
42.74722,-73.79912,85.3,31.9
40.64985,-75.44771,118.9,38
35.5328,-93.4036,259.1,45.9
39.7683,-93.485,237.7,34.3
36.04667,-79.47694,188.1,52.5
39.4762,-88.1652,213.4,36
37.2555,-81.2263,874.8,38.7
41.6875,-69.99333,20.7,38.6
42.7778,-123.7294,1164.9,47.5
28.4675,-98.2525,70.1,62.9
48.5884,-109.2266,737.6,33.2
34.7961,-92.8417,212.8,48.1
34.5591,-115.7441,197.5,65.4
44.7184,-96.2696,368.8,20.1
42.6314,-121.5597,2020.5,38.1
29.6692,-94.4383,1.5,62.8
31.53556,-84.19444,57.9,63.4
37.66,-107.8,2718.8,43.1
44.51,-111.13,2490.2,27.1
37.2319,-119.5083,963.2,56.9
31.5358,-82.5067,58.8,63.4
31.1522,-81.3908,4.9,63.1
42.22278,-83.74444,255.7,30.3
43.99,-88.9411,233.5,22.7
41.06,-106.71,2993.1,27.2
42.2068,-75.98,486.2,27.8
30.0688,-94.2927,8.2,61.9
34.2208,-95.615,143.3,50.7
38.9056,-120.6972,1426.5,50.7
38.95341,-74.93611,6.1,43
34.6953,-85.1736,351.1,49.3
40.7041,-93.3697,330.7,29.4
32.3744,-92.9433,93.6,57.4
41.7069,-94.9222,390.1,28.5
42.3108,-78.023,449.6,30.3
46.4282,-67.8442,128,22.2
36.62389,-87.41944,170.7,45.7
41.15166,-104.80622,1865.1,42.5
45.5556,-90.9592,367.3,20.4
43.3008,-89.3269,329.2,24
40.06,-107.01,2767.6,29.4
47.8667,-115.625,716.3,36.4
40.5017,-119.1217,1392.9,45.6
43.5666,-116.2405,857.7,43.8
36.18738,-81.87409,1540.2,34.6
37.4702,-105.8569,2298.2,28.3
45.9647,-112.5006,1678.2,33.5
47.8344,-120.0005,363.9,35.4
41.0547,-120.3375,1711.5,40.2
36.4486,-103.1539,1511.8,50.8
41.8,-78.6333,652.9,28.8
48.69,-117.18,1524,30.2
29.105,-81.63,18.6,69.5
37.8617,-105.2842,2737.7,39.1
41.24,-106.23,2918.2,34.4
34.86,-111.61,1948.6,50.8
41.0102,-103.8769,1575.8,40.1
42.913,-98.8511,550.5,28.5
46.3345,-86.92,266.7,19.4
39.6104,-82.9555,205.7,37.6
41.76,-115.69,2042.2,35.7
46.5522,-90.9161,251.8,18.4
41.4725,-73.655,207.3,34.5
44.653,-70.7941,250.5,22
34.3789,-117.6919,2108.3,46.3
38.1872,-94.0283,264,38.8
35.6875,-117.6931,679.7,60
32.2211,-95.7661,143.3,57
34.68452,-81.19567,170.7,53.8
47.3778,-94.615,396.2,14.4
47.7722,-121.4819,234.7,45.4
30.2528,-87.8125,4.6,62.4
42.9203,-77.7557,166.1,29.4
37.7308,-89.1658,118.9,41
47.4136,-124.1031,179.2,49.3
48.5,-95.87,280.4,11.2
35.5206,-76.9314,7.6,53.5
42.58444,-110.1075,2124.5,25.9
37.76475,-81.19405,710.2,38.2
33.9306,-116.95,793.7,59.9
37.72716,-80.65837,473,40.5
41.8975,-100.3108,897,39.2
37.0538,-93.5756,399.3,41.5
34.05,-94.7372,152.4,52.8
39.8185,-97.6377,466.3,36.2
45.516,-103.3017,878.7,31.9
45.9,-122.22,762,42.2
37.6336,-83.7161,329.2,42
40.84,-110.66,2956.6,33.7
41.38,-111.94,2438.4,33.5
30.393,-89.0008,3,58.5
45.17,-113.5,2316.5,33.3
45.0572,-101.4767,698,29.3
42.6475,-89.0644,226.2,26
40.8847,-109.4122,2103.1,34.5
40.96,-110.58,2703.6,36.9
44.7219,-122.0031,1088.1,47.7
41.6163,-112.5437,1509.1,32
45.5397,-106.9597,1045.5,39.8
43.65133,-97.79811,416.1,24.4
35.5894,-89.2586,100.6,49.1
32.6583,-94.1164,61,57.8
46.81,-121.33,1405.1,37.7
36.0661,-88.1686,156.1,46.7
33.8083,-79.8566,24.4,59.4
34.96285,-87.37195,231.6,50.6
45.24861,-122.76861,59.7,50.3
32.0408,-100.2495,608.7,56.6
47.78,-121.7,1066.8,41.5
42.1163,-71.9074,158.5,34.8
39.13,-111.44,2874.3,35.2
46.4006,-94.1272,371.9,16.7
34.8927,-117.0219,676.7,57.6
43.55239,-97.50164,431.9,25.9
39.7369,-115.5181,1999.5,39.6
36.8977,-86.1247,187.5,46.1
39.8913,-94.36,296.9,32.7
33.4625,-111.4813,630.9,64.8
46.3583,-104.25,905.6,32.2
31.4715,-88.2504,86.9,58
36.0519,-88.0828,128.9,49.4
35.8318,-87.4219,225.6,48.1
38.4594,-109.0469,2465.2,36.8
32.43176,-99.63262,549.2,55.8
39.8997,-113.7128,1323.4,38.1
37.1806,-91.1181,426.7,43
46.4,-91.5,368.8,18.7
40.31,-105.64,2895.6,31.3
45.6778,-121.8736,43.3,44.7
37.65,-107.81,2706.6,39.4
40.36696,-110.29858,1967.8,29.2
44.3252,-96.7686,497.4,19.7
39.10333,-84.41889,149.4,39
36.4975,-87.33556,151.2,46.1
36.58028,-85.12556,268.2,45.8
40.46,-112.25,1959.9,36.4
34.4977,-82.7097,231.6,54.2
30.1831,-97.6799,146.3,62.3
28.4657,-98.3539,66.4,64.1
45.7716,-108.4811,944,37.1
41.6639,-85.0183,310.9,28.1
31.1097,-83.4269,46.9,63.7
39.8311,-96.1833,395,35.3
40.8844,-110.8292,2601.8,36.6
32.375,-81.6731,54.9,61.2
43.6252,-84.0188,184.4,28.6
39.37778,-74.42361,3,41.7
43.67,-109.38,2560.3,40.1
38.89,-106.95,3096.8,29.3
44.2655,-85.3966,394.7,23.1
41.78611,-87.75222,186.5,28.9
35.7047,-86.4869,228.6,49.3
42.08,-123.34,1563.6,45.9
40.23,-106.6,2816.4,30.5
31.2142,-84.2364,18.9,63.9
39.3739,-97.1274,367.9,38.2
37.2252,-89.5705,102.4,42.2
42.0773,-91.3027,276.1,26.8
42.3352,-111.385,1817.8,27.6
41.6516,-76.8463,347.5,31.4
35.1317,-106.4808,1911.1,44
46.49909,-87.84506,473.7,18
35.6667,-101.5667,930.2,54.8
41.9519,-93.5655,265.2,27.1
27.5969,-98.4162,115.8,66
32.6475,-97.4439,240.8,56.9
